地址,名称,维度,经度,类型
火炬南路东200米,泰山街道柳洲社区卫生服务站,32.140688,118.717362,医院
远泰路28号,南京市江宁区上坊医院,31.995587,118.877842,医院
板桥镇203国道辅机路182号,板桥街道社区卫生康复综合服务中心,31.898681,118.635955,医院
广通西路17号,第二中医院,31.295100,119.064427,医院
梅山村路与衡村街交叉口西100米,平治社区卫生服务站,31.939624,118.699885,医院
宏运大道南100米,东山街道社区卫生服务中心分中心,31.963895,118.825319,医院
陶吴集镇金宁路38号,江宁区陶吴社区卫生服务中心,31.779271,118.775833,医院
秣陵集镇,秣陵社区卫生服务中心,31.833033,118.846574,医院
尧佳路与新城路交叉口东北200米,尧化街道王子楼社区卫生服务中心,32.127067,118.895117,医院
通淮街18号,秣陵街道太平社区卫生服务中心站,31.941113,118.801270,医院
瑞金路27号,南京太乙堂中医院,32.032103,118.814086,医院
健民路56附近,东南大学附属中大医院,32.221163,118.748921,医院
迎江路40号大桥四处职工医院附近,浦口桥工新村社区卫生服务站,32.114576,118.733136,医院
东山街道天印大道657号,南京市惠民中医院,31.965544,118.858685,医院
东山街道社区卫生服务中心住院部,江宁区东山街道社区卫生服务中心-住院部,31.963646,118.825430,医院
上河街166号,浦口区急救站中心医院分站,32.049746,118.636679,医院
淳化街道科宁路103号,潭桥社区卫生服务中心站,31.922050,118.844717,医院
秣陵镇金龙街9-104、107,秣陵街道西旺社区卫生服务站,31.836089,118.837693,医院
雄州街道健康巷9号,扬州大学医学院附属六合医院,32.343895,118.844811,医院
南湖路21号,江苏省第二中医院血透中心,32.022839,118.755168,医院
南湖路23号附近,王灿晖名老中医工作室,32.022383,118.755636,医院
盘城街道盘城新街106号,浦口区惠民医院,32.207184,118.717888,医院
顶山街道南门路2号点将台花园,南门社区卫生服务站,32.125227,118.694152,医院
东虹街131号附近,东善桥康乐社区卫生服务站,31.868837,118.774528,医院
上高路86号,南京一民医院,31.974499,118.877974,医院
浦珠中路与浦珠北路交叉口西50米,南京医科大学第四附属医院,32.111047,118.693529,医院
明月路92-9号,东山街道外港社区卫生服务站,31.949522,118.831012,医院
湖山路东,南京市江宁医院新院,31.955432,118.868031,医院
康复路1号,南京市公共卫生医疗中心,32.047081,118.989914,医院
吉林路与银泉西路交叉口东150米,浦口区汤泉街道社区卫生服务中心,32.090762,118.512620,医院
兴浦路57号,浦新街社区卫生服务站,32.096773,118.717707,医院
麒麟街道麒西路100号,江宁区麒麟街道社区卫生服务中心,32.055200,118.918728,医院
珠江镇公园北路18号,南京市肿瘤医院江北分院,32.063994,118.628972,医院
西善桥街道西柿路与邱村街交叉口东北150米,江苏省公安边防总队医院,31.939913,118.690136,医院
湖山路169号,南京市江宁医院,31.955172,118.868120,医院
编钟路95号,六合区程桥街道社区卫生服务中心,32.382541,118.724596,医院
健康路3号,雄州街道社区卫生服务中心,32.329257,118.879096,医院
江宁街道陆郎府东南路11号,陆郎社区卫生服务中心,31.786610,118.633844,医院
浦珠中路204号,南京医科大学第四附属医院南京市浦口医院(南苑区),32.111046,118.693096,医院
尧佳路与新尧路交叉口东南50米,江苏省人民医院重点支持医院,32.117465,118.880211,医院
淳溪镇汶溪路287号,高淳区中医院,31.341087,118.893522,医院
淳化街道天印路865号,方山社区卫生服务中心天景山分中心,31.947859,118.883144,医院
禄口街道铜山集镇铜岭路145号,铜山社区卫生服务中心,31.685075,118.873360,医院
天印大道1255成山公寓,淳化街道成山社区卫生服务,31.946235,118.865966,医院
龙潭街道花园街49号,龙潭社区卫生服务中心,32.201290,119.081865,医院
知行路东100米,淳化街道大学城社区卫生服务站,31.918814,118.894260,医院
天华东路与观江路交叉口西南150米,沿江街道社区卫生服务中心威尼斯体检中心,32.146437,118.754226,医院
跃进路西100米,跃进新村社区卫生服务站,32.094630,118.713435,医院
延安路45号(凤凰山公园地铁口对面),南京六合新棠中医院,32.347211,118.844966,医院
马鞍街道气象路8号,六合区公共卫生服务中心,32.362632,118.851668,医院
堆子山街96号,龙潭街社区卫生服务站,32.168431,119.055977,医院
东坝街道广通西路17号,东坝社区卫生服务中心,31.294851,119.064538,医院
湖山北路95号19栋附近,东山街道泥塘社区卫生服务站,31.966459,118.866559,医院
富民路与澳东路交叉口西北100米附近,东山街道城北社区卫生服务站,31.978170,118.848169,医院
向孟路与新锁路交叉口东南150米,麒麟街道锁石社区卫生服务站,32.062937,118.980996,医院
友谊街70号附近,建邺区双闸社区卫生服务中心,31.972414,118.714311,医院
万安东路与乾德路交叉口东南150米乾德路9号,南京乾德医院,31.942241,118.915743,医院
湖熟街道瑞泽路河进小学,和进社区卫生服务站,31.876662,118.960283,医院
程新路东200米,河南社区卫生服务站,32.347099,118.747380,医院
泰山街道天景社区中泰大厦东侧100米,张接骨医院浦泗路院区,32.164115,118.678282,医院
宝善寺路东100米,麒麟街道建南社区卫生服务中心站,32.010217,118.907843,医院
团结路42附近,江浦街道社区卫生服务中心,32.046617,118.628496,医院
东善桥集镇康宁巷49号,江宁区东善桥社区卫生服务中心,31.869313,118.770389,医院
五合路东50米,江浦街道新合社区卫生服务站,32.005036,118.632467,医院
辅机路180北70米,雨花台区上怡二村社区卫生服务站,31.900969,118.639638,医院
龙葛路北50米,湖熟街道万安社区卫生服务站,31.861246,118.911220,医院
八卦洲乡新闸村,迈皋桥医院集团八卦洲医院,32.174416,118.825747,医院
426县道南50米,古泉社区卫生服务站,32.048563,119.015041,医院
诚信大道961附近,秣陵街道百家湖社区卫生服务站,31.910364,118.838165,医院
荆刘路与鄂儿岗路交叉口西北50米,荆刘社区卫生服务中心站,31.912139,118.691975,医院
禄口街道茅亭路218号,禄口街道社区卫生服务中心,31.778718,118.856904,医院
光明村信用社,江浦街道华光社区卫生服务站,32.047122,118.612711,医院
盘城街道盘城新街106号,盘城街道社区卫生服务中心,32.207182,118.717636,医院
文苑路9号,南京邮电大学校医院,32.116383,118.932026,医院
绕城公路西50米,星甸镇社区卫生服务中心龙山分中心,32.005895,118.530522,医院
古檀大道与团固线交叉口西南150米,南京鼓楼医院(高淳分院),31.363234,118.940636,医院
246省道东坝街道办事处西北300米,东坝医院,31.303297,119.064088,医院
古檀大道附近,南京市高淳人民医院新区医院,31.363403,118.939798,医院
雄州东路121号(峨眉小区西侧),南京六合瑞金医院,32.335457,118.861153,医院
东坝街道下坝集镇引河路1号,下坝医院,31.3103,119.113331,医院
龙袍镇划子口东街,六合区龙袍镇社区卫生服务中心,32.197942,118.956072,医院
驼峰路东50米,驼头村社区卫生服务站,31.321151,118.942189,医院
汤山街道汤泉东路229号,江苏省职工康复医院,32.051641,119.068428,医院
船墩路36号,漕塘医院,31.253903,119.0002,医院
麒麟街道袁家边村,袁家边村计生卫生服务室,32.093596,118.966500,医院
方印街28号,方山社区卫生服务站,31.915462,118.871300,医院
123省道与419县道交叉口北200米,周里村社区卫生服务站,31.815812,118.842718,医院
新城大街与陆庄大道交叉口东北50米雨花台城市管理行政执法大队板桥新城中队附近,柿子树社区卫生服务站,31.924261,118.676938,医院
龙群路118号,龙池花园社区卫生服务站,32.320103,118.807398,医院
凤宾路111号,卸甲甸社区卫生中心,32.202727,118.743728,医院
东沛路与芜山路交叉口西北50米,东坝村社区卫生服务站,31.305680,119.040425,医院
南京化学工业园区新华路206号,江北新区大厂街道社区卫生服务中心,32.223903,118.749693,医院
健康路3号,六合区雄州镇社区卫生服务中心,32.329176,118.879104,医院
宝塔北路137附近,湖熟街道灵顺社区卫生服务站,31.864883,118.977622,医院
孙家巷线北50米,孙家巷村社区卫生服务站,31.406276,118.946362,医院
湖熟街道周岗齐尚路189号,周岗社区卫生服务中心,31.795623,118.944215,医院
灵顺南路120号,湖熟镇社区卫生服务中心,31.856020,118.985395,医院
宁桥北路99号,江宁街道桥北社区卫生服务站,31.870672,118.611932,医院
淳溪镇淳南路109号15幢,南京高淳瑞诺康医院,31.316016,118.888009,医院
南塘路北150米,高淳区淳溪街道南塘社区卫生服务站,31.332963,118.915731,医院
红梅南路与301县道交叉口东150米,桠溪镇社区卫生服务中心,31.368479,119.166596,医院
白果南路与龙华东路交叉口东150米,蒋湾花园社区卫生服务站,32.307549,118.819561,医院
熊柳路与金塘路交叉口东南50米,熊柳社区卫生服务站,32.268965,118.970050,医院
新篁社区,新篁社区卫生服务中心,32.373329,118.942448,医院
太安路西50米,长乐社区卫生服务站,31.371235,118.843306,医院
人民路188号,马鞍街道马集社区卫生服务中心,32.530977,118.812753,医院
万安北路与文靖东路交叉口东北200米,永安社区卫生生服务站,31.969704,118.878483,医院
光华路156号B座,南京三吉中医医院,32.018615,118.859313,医院
飞鹰路6号,江宁区滨江社区卫生服务中心,31.836492,118.589102,医院
毛许街道14号,龙池街道社区卫生服务中心,32.306512,118.797709,医院
湖山路东150米,南京医科大学附属江宁医院,31.955908,118.868909,医院
文昌路201号,南京市溧水区中医院,31.661614,119.052678,医院
科建路1190号南京市江宁区紫金医院,南京紫金医院,31.932859,118.874798,医院
竹棚路东50米,湖熟街道山西社区卫生服务中心站,31.795050,118.929698,医院
江浦街道团结路56号滨江和园商业2幢,江浦街道团结社区卫生服务站,32.046090,118.631550,医院
301县道北50米,瑶宕村社区卫生服务站,31.380062,119.082775,医院
县府路与小河路交叉口东北100米,河滨社区公共卫生服务站,31.320932,118.871854,医院
薛城大街北50米,薛城村社区卫生服务站,31.361812,118.859114,医院
冶浦南街与富民街交叉口东南50米,雄州街道冶浦社区卫生服务站,32.337466,118.857930,医院
四港线与205县道交叉口西50米,高淳区砖墙镇港口社区卫生服务站,31.239880,118.854230,医院
邢王路与青松路交叉口北100米,茅城村社区卫生服务站,31.273789,118.836054,医院
阳江镇正觉寺丹湖老街66号,高淳西莲医院,31.307852,118.739285,医院
护国小学,永宁镇护国村社区卫生服务站,32.151533,118.640236,医院
经十路与247省道交汇处东南150米,金牛湖医院,32.429,118.93908,医院
金磁家园(421省道北),竹镇镇金磁社区卫生服务站,32.485132,118.627483,医院
汤青路60附近,江宁区汤山公共卫生分中心,32.055768,119.064854,医院
方山路西150米,方山村医务室,32.302813,118.980541,医院
横云路南50米,云台社区卫生服务站,31.733657,118.757652,医院
马集村人民路,马集医院,32.530885,118.81227,医院
平顶山路21-1号,六合区山潘社区卫生服务中心,32.240027,118.771680,医院
115县道北50米,六合区龙袍镇长江社区卫生服务站,32.206094,118.992220,医院
029县道与301县道交叉口北150米,麒麟街道东流社区卫生服务站,32.082212,118.963126,医院
殷华街266号,殷巷新寓社区卫生服务中心站,31.912873,118.832133,医院
学府路8南京大学浦口校区附近,南京大学医院,32.178839,118.702396,医院
山九村西路潘四村西南方向,葛关路社区卫生服务中心,32.235270,118.759203,医院
新亭大街69-22号,雨花台区新林社区卫生服务站,31.904983,118.644145,医院
阳江镇永畅路1号,阳江镇社区卫生服务中心,31.331499,118.822452,医院
禄口街道黄桥村,黄桥社区卫生服务中心,31.755165,118.878298,医院
索墅路南50米,索墅社区卫生服务中心站,31.927507,119.004433,医院
杨新路71号附近,杨庄社区卫生服务站(徐窑小区东南),32.210460,118.732350,医院
西部干线,程桥镇胥庄社区卫生服务站,32.425945,118.704760,医院
大厂街道,卸甲甸社区卫生服务中心预防保健中心,32.201799,118.743419,医院
倪山路与浦合路交叉口西北50米,永宁镇高丽社区卫生服务站,32.146079,118.612425,医院
龙飞路东200米,雨花台区金叶花园社区卫生服务站,31.925048,118.652633,医院
337省道,南京市南山医院,31.787257,118.574463,医院
汤山街道上峰社区红塔南路1号,上峰社区卫生服务中心,32.006412,119.057090,医院
浦东大道30号,南京工业大学江浦校区医院,32.081888,118.637017,医院
五福家园内,五福家园社区卫生服务站,32.155439,118.946378,医院
后汉路北50米,东善桥社区卫生服务中心霞辉庙医疗站,31.814579,118.771904,医院
和定路北50米,陈巷社区卫生服务中心站,31.697422,118.845171,医院
汤山街道鹤龄社区幼儿园附近,百合社区卫生服务站,31.969362,119.031845,医院
大伏译路与神舟路交叉口西南100米,禄口街道高伏社区卫生服务站,31.764638,118.850954,医院
横溪街道陶吴镇西阳村46号,横溪街道西阳社区卫生服务站,31.803775,118.775354,医院
东虹花苑29幢江宁区图书馆东善桥分馆附近,桥北社区卫生服务站,31.863194,118.776393,医院
上穆路与双龙路交叉口东南50米,禄口街道上穆社区卫生服务站,31.750630,118.807928,医院
石坝路12附近,横溪街道社区卫生服务站,31.770964,118.784528,医院
孟岗路西50米孟北小学附近,孟北社区卫生服务站,32.086692,118.992942,医院
印湖路南50米,方山社区卫生服务中心横岭社区卫生服务中心站,31.915461,118.871296,医院
桥头路东50米,茉莉花村劳动和社会保障服务站,32.449238,118.947718,医院
340省道与G25长深高速出口交叉口北150米,永阳街道十里牌社区卫生服务站,31.673477,119.069393,医院
健民路3附近,大厂社区卫生服务中心新华路健康管理团队,32.224546,118.746161,医院
沿江工业开发区新华五村6幢大厂社区卫生服务中心新华路,大厂社区卫生服务中心新华路居民健康管理站,32.224631,118.746185,医院
新安路东50米,新淮村社区卫生服务站,31.766441,118.944103,医院
国道宝钢梅山205,蚌埠医学院教学医院,31.897033,118.628012,医院
303县道北50米,孟墓社区卫生服务中心站,31.980750,119.013191,医院
杨三队路西100米,淳化街道三龙社区卫生服务站,31.962570,118.971327,医院
梨树园路197号淳化街道民政办公室附近,淳化街道淳化社区卫生服务站,31.930527,118.941635,医院
浦合路南50米,浦口区永宁镇东葛村社区卫生服务站,32.161467,118.543789,医院
杨三队路,南京市佑安医院,31.963191,118.975936,医院
虎桥路1号,差田社区卫生服务站,32.017273,118.574077,医院
426县道南50米,汤山街道古泉社区卫生服务中心站,32.048569,119.015480,医院
玉兰路4号,浦口区永宁镇社区卫生服务中心,32.128993,118.574612,医院
303县道西150米,汤山街道七坊社区卫生服务站,31.969352,119.015263,医院
小花区路与337省道交叉口西150米,淳化街道茶岗社区卫生服务中心站,31.932206,119.018049,医院
任娄北路双城路路口附近,双城村农村社区卫生服务站,32.236150,118.689946,医院
火炬村路与龙秣路交叉口东100米,秣陵街道火炬社区卫生服务站,31.832676,118.865369,医院
太子山路11号,南京市江北新区公共卫生服务中心,32.219060,118.745880,医院
吴庄路与王园路交叉口北100米,汤泉街道瓦殿村卫生服务站,32.052090,118.470406,医院
淳中路9号,南京市高淳中医院,31.322623,118.868316,医院
中大街35号,南京市溧水区第三人民医院,31.651837,119.025434,医院
陵园路33号附近,女人世界水产鱼病医院,31.837496,118.930981,医院
康居西路与康居路交叉口东北150米附近,东南大学附属中大医院溧水分院白马院区,31.576995,119.183425,医院
润东路99号,六合区东沟中医院,32.271456,118.988474,医院
浦六路璟湖广场9号,恒安中医院,32.319166,118.817719,医院
崇文路86号,溧水县红十字医院,31.630601,119.033470,医院
X301(桠阳线),桠溪医院,31.366811,119.154945,医院
固城街道,花山医院,31.267082,118.976367,医院
龙潭街道河东街,中国水泥厂职工医院,32.171921,119.074787,医院
冶山街道,六合冶山铁矿医院(松鹤康复护理院),32.519561,118.955437,医院
双高公路,高淳双塔医院,31.336569,118.916433,医院
薛贾公路与205县道交叉口西北150米,薛城医院,31.360782,118.854511,医院
马鞍街道六合城,六合区胆石病医院,32.355368,118.808299,医院
淳溪镇镇兴路73号,高淳博爱医院,31.32935,118.872837,医院
溧水开发区机场路11号,城郊社区卫生服务站,31.675900,119.034218,医院
203县道东50米,滴水珠社区卫生服务站,32.108509,118.571970,医院
下余冲路与203县道交叉口西100米泉东社区居委会附近,汤泉街道泉东社区卫生服务站,32.097688,118.534746,医院
337省道东150米,汤山街道鹤龄社区卫生服务站,31.985421,119.027602,医院
玉兰路4号,永宁街道社区卫生服务中心,32.128875,118.574409,医院
新华东路与油坊路交叉口东100米,和平社区计生卫生服务站,32.242400,118.780531,医院
玉带路北50米,侯村社区卫生服务站,32.121723,118.539803,医院
玉带镇,六合区玉带镇社区卫生服务中心,32.221805,118.908481,医院
永乐路与江谷路交叉口东北100米,永安社区卫生服务站(永乐路),31.876501,118.626023,医院
新华村路与毕洼路交叉口南50米,大厂街道新华村摊点疏导群,32.226426,118.758301,医院
青山幼儿园附近,青山社区卫生服务站,31.944152,118.971409,医院
雄州街道瓜埠台园东路9号(技术转移中心商务区西北20米),雄州街道瓜埠社区卫生服务中心,32.265507,118.896130,医院
907县道东50米,振兴村社区卫生服务站,31.314289,118.975932,医院
907县道北50米,双联村社区卫生服务站,31.367017,119.002738,医院
葛中南路东100米,葛塘街道芳庭社区卫生服务站,32.220413,118.727600,医院
章黄路与247省道交叉口东100米,砂子沟社区卫生服务站,32.289146,118.878817,医院
后前路附近,田园卫生服务站,31.901404,118.948228,医院
前梅路与胜咸路交叉口西南150米,淳化街道新林社区卫生服务中心站,31.885291,118.933388,医院
三教路西50米,东坝头社区卫生服务站,32.199767,118.935747,医院
瓜埠东街39号附近,瓜埠中心社区卫生服务站,32.252482,118.894466,医院
张岗路,孟塘村卫生服务站,32.085072,119.049727,医院
湖山路与湖高路交叉口东北50米,湖山社区卫生服务站(湖高路),32.088295,119.012066,医院
东大路与青杜路交叉口东北100米,青龙社区卫生服务中心站,31.943557,118.994740,医院
丹桂路与步月路交叉口南100米,桥林街道兰花塘社区卫生服务站,31.955090,118.555641,医院
东坝镇青山路100号,高淳区第三人民医院,31.321334,119.047799,医院
冶山镇冶山街道莲花村47号,南钢集团冶山矿业有限公司医院,32.519519,118.955804,医院
团山西路与团山路交叉口西150米,南京溧都医院,31.685938,119.015213,医院
竹镇镇侍郎路6号,竹镇医院,32.513047,118.693067,医院
龙岸路2号,龙潭社区卫生服务中心,32.181980,119.072940,医院
埂方路与方边村路交叉口南150米,禄口街道埂方社区卫生服务站,31.693457,118.901900,医院
东山线附近,永阳街道东山社区卫生服务站,31.645493,119.103119,医院
横溪街道永兴路踊跃公交站北50米附近,横溪街道勇跃社区卫生服务中心站,31.665712,118.737329,医院
石坝路12附近,应天职业学院社区卫生服务站,31.770908,118.784535,医院
林山路与驷马北路交叉口西北50米,乌江镇农村社区卫生服务中心,31.868102,118.469553,医院
齐尚街南50米,湖熟街道(周岗社区卫生服务中心),31.795677,118.944115,医院
固城镇,蒋山村社区卫生服务站,31.250278,118.935745,医院
907县道西100米,禅林村社区卫生服务站,31.332434,118.979450,医院
棠梨港路东50米,卫棠村社区卫生服务站,31.360553,118.909738,医院
914县道南50米,永丰村社区卫生服务站,31.325786,118.810772,医院
吴庄路与江横路交叉口东150米附近,江宁街道清修社区卫生服务中心站,31.823811,118.616142,医院
双永线东50米,砖墙中心卫生院公卫中心,31.266240,118.831240,医院
四三线与701县道交叉口西南100米,竹镇镇社区卫生服务中心,32.538009,118.657987,医院
仕林北路与701县道交叉口西北50米,竹镇镇大泉村社区卫生服务站,32.519166,118.681831,医院
编钟东路与胡营路交叉口北150米,六合区程桥镇胡云社区卫生服务站,32.371617,118.771849,医院
钱农路北50米,湖熟街道钱家社区卫生服务站,31.785060,118.956583,医院
联新线与301县道交叉口北200米,新塘村社区卫生服务站,31.371479,119.109362,医院
吴家墩路与桂园东路交叉口东100米,中国邮政便民服务站,31.931716,119.088186,医院
汶溪路93号,铺头村社区卫生服务站,31.355852,118.922931,医院
杨帆路与高峰路交叉口东北50米,上峰社区卫生服务中心站,31.994747,119.058909,医院
上湖路上湖社区幼儿园西150米,江宁街道上湖社区卫生服务站,31.841212,118.623415,医院
新洲路东50米,新洲社区卫生服务站,31.886791,118.580497,医院
赤山路北50米,丹桂社区卫生服务中心站,31.861010,119.028620,医院
203县道西50米,六合区马集镇黄岗社区卫生服务站,32.480062,118.811749,医院
阳江镇狮树线,阳江镇狮树医院,31.293173,118.789559,医院
宁光路与205县道交叉口西北50米,横溪街道宁光社区卫生服务中心站,31.684659,118.748379,医院
104县道与313省道交叉口西北150米,横溪镇西岗社区卫生服务中心站,31.646581,118.701933,医院
福慈线北50米,星辉社区卫生服务站,31.770466,118.526043,医院
新程线雄州街道钱仓小学东北100米,雄州街道钱仓社区卫生服务站,32.354804,118.902261,医院
茶叶实验场茶王路,茶场社区卫生服务站,31.327476,119.065007,医院
东泗路西50米,顾陇村社区卫生服务站,31.363253,119.086558,医院
成张路与栗东路交叉口东北100米,禄口街道成功社区卫生服务站,31.782557,118.882549,医院
居宁路与409县道交叉口北100米,远景社区卫生服务站,31.872868,119.090713,医院
201县道东50米,永平社区卫生服务站,31.909947,119.073508,医院
同心路西50米,新墩社区卫生服务站,31.911420,119.015495,医院
汤山街道东新线东岳庙小学,阜东社区卫生服务站,31.987572,119.097135,医院
高西线2,花奔村社区卫生服务站,31.342994,118.843130,医院
梵天路22号,横梁街道社区卫生服务中心,32.322561,118.931082,医院
新集镇,龙池街道新集社区卫生服务中心,32.304260,118.720159,医院
马鞍街道新华村路马鞍镇新华小学附近,马鞍镇新华社区卫生服务站,32.414889,118.800147,医院
横溪街道永兴路踊跃公交站北50米,横溪街道勇跃社区卫生服务站,31.665569,118.737307,医院
公龙路与板公路交叉口北100米,公塘社区卫生服务站,31.808822,118.702955,医院
西宁路西50米,江宁街道西宁社区卫生服务站,31.769158,118.616425,医院
杨石线南山湖旅游度假区北150米,江宁街道南山湖社区卫生服务站,31.785200,118.584254,医院
杨石线北50米,铜井社区卫生服务中心南山湖社区服务站,31.784155,118.587383,医院
洪太路东50米,铜井社区卫生服务中心洪幕社区服务站,31.761457,118.561725,医院
旭东路北150米,西厂门社区卫生服务站,32.224326,118.757545,医院
双湖路与和凤西路交叉口东150米永宋村委会附近,永宋村社区卫生服务站,31.381184,118.957883,医院
汤山街道路西小学北250米,路西社区卫生服务站(戴家路),32.027807,119.060858,医院
江宁街道铜井福兴街126号,江宁街道铜井社区卫生服务中心,31.786479,118.549083,医院
老水线南京劲和铸造有限公司东100米高塘社区村委会附近,永阳街道高塘社区卫生务服站,31.610248,119.105064,医院
中心路西50米,淳化街道西城社区卫生服务站,31.901882,119.038303,医院
义保线与907县道交叉口南50米,高淳区固城镇漕塘村社区卫生服务站,31.254211,119.003914,医院
三熊路与634乡道交叉口西北50米,三陇村社区卫生服务站,31.249634,119.036850,医院
高墩村五村西屏小学,阳江镇高墩村社区卫生服务站,31.345476,118.831985,医院
劲草大道与209乡道交叉口东北200米,砖墙三和社区卫生服务站,31.260460,118.825730,医院
泗国线与205县道交叉口西南200米附近,南京市高淳区砖墙镇四元社区卫生服务站,31.260994,118.859125,医院
力山路与景山路交叉口东100米,溧水区柘塘中心卫生院群力分院,31.735754,119.015012,医院
大涵村,大涵村社区卫生服务站,31.293749,118.835968,医院
大月村,大月社区卫生服务站,31.350260,118.786046,医院
淳杨路南50米,临湖社区卫生服务站,31.372614,118.816534,医院
姜家路东50米,姜家村社区卫生服务站(姜家路),31.343839,118.902081,医院
镇北大道与304县道交叉口北200米,新篁中心社区(桥王)卫生服务站,32.376374,118.949867,医院
砖墙镇,夹沟村社区卫生服务站,31.255809,118.837944,医院
122乡道南50米,阳江镇东湖村社区卫生服务站,31.306122,118.859787,医院
官溪路与襟湖路交叉口西南150米,阳江镇襟湖村社区卫生服务站,31.319271,118.864170,医院
双丁路与新港路交叉口东150米,古柏镇丁檀村社区卫生服务站,31.365607,118.972270,医院
马洼路与204县道交叉口西北150米,程桥街道古墩社区卫生服务站,32.463449,118.720161,医院
石侯路与群贤路交叉口北50米,大侯社区卫生服务站,32.554117,118.741653,医院
三友环湖路与201县道交叉口西50米,六合区新篁镇童王社区卫生服务站,32.388961,119.004282,医院
陆谷路西50米,江宁街道花塘社区卫生服务中心站,31.809284,118.656863,医院
沿河路东50米,庙庄社区卫生服务中心站,31.825908,118.644832,医院
纬二路与204县道交叉口北100米,星甸街道石窑卫生服务站,32.027796,118.446611,医院
022县道东100米,葛塘街道官塘河社区卫生服务站,32.286714,118.726500,医院
新集南路与新集西路交叉口东南100米,龙池街道新集社区卫生服务中心住院部,32.304281,118.720300,医院
屏湖路东屏镇社区卫生服务中心,方边社区卫生服务站,31.700206,119.117480,医院
汤山街道恒润路中心超市南50米,汤山街道作厂网格工作站,32.029321,119.082313,医院
,马鞍镇社区卫生服务中心城西分中心,32.355377,118.808253,医院
宁新路66号附近,江宁街道司家社区卫生服务站,31.866876,118.597582,医院
石臼湖路北50米,中杨社区卫生服务站,31.485857,118.985624,医院
月独线西50米,和仁卫生服务站,32.423924,118.886841,医院
学山路107号,淳西社区卫生服务站,31.325806,118.869317,医院
山北东路100号附近,雄州街道山北社区卫生服务站,32.322886,118.902482,医院
汤山街道阜庄西郭线上峰中学东450米,汤山街道阜庄社区卫生服务站,32.004754,119.072698,医院
汤虎线泉西社区幸福人家创业园西南,汤泉街道泉西社区卫生服务站,32.084876,118.493561,医院
杭村线与307县道交叉口西200米附近,晶桥镇社区卫生服务分中心,31.471169,119.103554,医院
洪蓝镇,洪蓝公共卫生服务站,31.608634,118.983108,医院
马鞍街道小康北路18号,马鞍街道社区卫生服务中心,32.405839,118.831418,医院
龙坊路南50米,牌坊社区卫生服务站,31.785887,118.659472,医院
棉花塘路北50米,元山社区卫生服务中心站,31.821155,118.754588,医院
陆谷路附近,谷里街道张溪社区卫生服务中心站,31.832106,118.681973,医院
阴山路与陶前路交叉口西100米,龙山社区卫生服务站(阴山路),31.792276,118.748957,医院
义村路与246省道交叉口西南150米,高淳区第二人民医院,31.303016,119.064114,医院
湖前路西100米,中山村社区卫生服务站,31.629416,119.062868,医院
金牛街与金谷东街交叉口西南150米,谷里镇谷里社区卫生服务室,31.862630,118.687892,医院
028县道西50米,向阳社区卫生服务中心站,31.886683,118.680258,医院
柘宁东路121号西70米,富滨社区卫生服务站,31.753443,118.924939,医院
002省道与781乡道交叉口东150米,陡岗社区卫生服务站分中心,31.940088,118.475131,医院
珍珠路3号附近,溧水区永阳街道社区卫生服务中心,31.652334,119.032171,医院
龙北路东100米,汤泉街道龙华社区卫生服务站,32.018393,118.503824,医院
洪太路东50米,洪幕社区卫生服务站,31.761471,118.561737,医院
马鞍镇小康北路18号,社区卫生中心,32.405945,118.831373,医院
桂金路与观跃路交叉口北150米中共桠溪镇跃进村支部委员会附近,高淳区桠溪镇跃进村卫生服务站,31.388767,119.137150,医院
阳江镇高丹线附近,阳江镇胜利村社区卫生服务中心,31.340327,118.796313,医院
高西线东50米,阳江镇小花村社区卫生服务站,31.346155,118.757990,医院
翔凤路西50米,高淳区古柏镇唐翔村社区卫生服务站,31.381437,118.910700,医院
友联路与青山路交叉口西200米,永宁街道友联社区卫生服务站,32.174002,118.529649,医院
247省道,八百桥镇社区卫生服务中心,32.428452,118.935265,医院
高楼子路与412县道交叉口南150米,江宁街道朱门社区卫生服务中心站,31.755632,118.672180,医院
阳江镇,太平村社区卫生服务站(中共阳江镇太平社区总支部委员会南),31.327045,118.842146,医院
骁营路南50米,骁营社区卫生服务站,32.304850,118.854970,医院
横陆路附近,红旗社区卫生服务站(山北戴),31.712256,118.743935,医院
彭樊路与洪窑路交叉口西南50米,周郎社区卫生服务中心站,31.926898,119.093010,医院
101县道东50米,湖熟街道绿杨社区卫生服务站,31.818525,118.980330,医院
竹镇镇侍郎路6号,六合区竹镇镇社区卫生服务中心,32.513185,118.693076,医院
明因路与长桥路交叉口东150米,桥林街道社区卫生服务中心-急救站,31.939219,118.529090,医院
秦城街48号,横溪街道丹阳社区卫生服务站,31.646979,118.719544,医院
冶山镇东王社区四马北路西250米,东王社区卫生服务分中心,32.559410,118.875060,医院
612乡道北50米,六合区龙袍镇赵坝社区卫生服务站,32.240524,119.026607,医院
337省道西50米,湖熟街道耀华社区卫生服务站,31.902631,119.007253,医院
阳江镇永富村,张家沟社区卫生服务站,31.322465,118.784665,医院
汤山街道作厂社区,汤山街道中心村社区卫生服务站,32.029333,119.082311,医院
冶竹线,兆璧村卫生服务站,32.513943,118.663418,医院
新篁镇明德小学附近,钟林社区卫生服务站,32.369114,118.998609,医院
邰村街北50米,邰村村社区卫生服务站,31.442828,119.049588,医院
